연번,훈련기관명,훈련기관위치,주소,위도,경도,훈련기관계열구분
1,뉴하나컴퓨터학원,전남 여수,"(59673) 전라남도 여수시 시청로 21 (학동 김재민내과, 창성약국) 3층, 뉴하나컴퓨터학원",127.6625966,34.76360007,IT계열
2,문영미 커피문화 아카데미 학원,전북 전주,(560833) 전라북도 전주시 완산구 백제대로 332 4층,127.1232257,35.82269319,식품·외식계열
3,PLC에듀학원,경기 안양,(431824) 경기도 안양시 동안구 평촌대로374번길 17 비산동 1038-18 2층전체,126.9506682,37.40397043,전기·전자계열
4,이삭엔지니어링(주),경기 군포,(15881) 경기도 군포시 군포첨단산업1로 15 (부곡동 이삭엔지니어링) 이삭엔지니어링(주),,,전기·전자계열
5,본메디간호학원,경남 양산,(50629) 경상남도 양산시 양산역2길 7 (중부동 대상골드타워) 4층(402호),129.0279168,35.33553529,보건계열
6,(사)한국환경산업협회,서울 중구,"(04505) 서울특별시 중구 서소문로 38(중림동, 센트럴타워) 703~705호",126.9662603,37.56045309,환경계열
7,에이치아카데미 D&D교육센터,서울 서대문구,"(03780) 서울특별시 서대문구 신촌로 141(대현동, 위고인 호스텔) 1층 101호, 2층 201호, 202호, 203호, 4층 403호",126.9416035,37.5570287,디자인계열
8,주식회사광주중장비학원,광주 광산구,(506053) 광주광역시 광산구 하남지실길 46-2 광주중장비학원,126.7982439,35.16815703,기계·중장비계열
9,거제배관특수용접학원,경남 거제,(53323) 경상남도 거제시 장승로 68 (장승포동) 거제배관특수용접학원,128.7232112,34.86097066,건설·용접계열
10,포항중앙평생교육원,경북 포항,(37681) 경상북도 포항시 남구 대이로60번길 16-5 2층,129.3429052,36.02068325,종합계열
11,경기스마트고등학교,경기 시흥,(15051) 경기도 시흥시 정왕천로 404 (정왕동 경기스마트고등학교) 경기스마트고등학교,126.7520001,37.34314087,종합계열
12,강남대학교산학협력단,경기 용인,(16979) 경기도 용인시 기흥구 강남로 40 (구갈동 강남대학교) 강남대학교,127.1319595,37.27540845,종합계열
13,수원직업전문학교,경기 수원,"(16489) 경기도 수원시 팔달구 권광로207번길 13 (2, 4, 5층)",,,종합계열
14,쇼콜라띠에제과제빵직업전문학교,경기 수원,"(443814) 경기도 수원시 영통구 청명남로28번길 2 501호, 705호 일부, 706호(영통동, 아이텐텐빌딩)",127.0754936,37.25179551,식품·외식계열
15,두리미용직업전문학교 ,경기 오산,"(18138) 경기도 오산시 원동 오산로240번길 27(수라상) 지하(전체),1층(일부),2층(전체)",127.0714774,37.1482505,미용계열
16,이제이커피학원,인천 서구,"(22722) 인천광역시 서구 서곶로 347 (연희동) KM빌딩 2층일부, 3층일부",126.6768082,37.54852916,식품·외식계열
17,실버엔젤요양보호사교육원,경기 김포,(415711) 경기도 김포시 북변중로65번길 4-8 실버엔젤요양보호사교육원,126.7087757,37.62633135,복지계열
18,범계간호학원,경기 안양,(14047) 경기도 안양시 동안구 시민대로 187 (비산동 안양건설타워) 1201호 일부,126.9516478,37.39169011,보건계열
19,(사)산림문화콘텐츠연구소,서울 종로구,(110052) 서울특별시 종로구 자하문로2길 18 4층,126.9736076,37.57628456,보건계열
20,용산여성인력개발센터,서울 용산구,(04370) 서울특별시 용산구 청파로 139-21 산 7-2번지,126.9663602,37.53475616,환경계열
21,구립영등포노인케어센터,서울 영등포구,(07296) 서울특별시 영등포구 도림로 482 ,,,종합계열
22,탑평생교육원,서울 구로구,(08269) 서울특별시 구로구 경인로 187 (오류동 오류동 삼전솔하임) 202호,126.8416847,37.49551278,종합계열
23,(주)엠비씨플레이비,서울 송파구,(138721) 서울특별시 송파구 잠실3동 키자니아,,,교육·문화계열
24,영등포리더스간호학원,서울 영등포구,(150035) 서울특별시 영등포구 영중로 46 홍익빌딩 3층,126.9052265,37.52043175,보건계열
25,프레이즈요양보호사교육원,서울 동작구,(06956) 서울특별시 동작구 상도로26길 12 (상도동 명진 빌딩) 401호,,,복지계열
26,새한전기기술사학원,서울 영등포구,(07354) 서울특별시 영등포구 영등포로 400 (신길동 신성빌딩) 4층,126.9225304,37.5129035,전기·전자계열
27,미래디지털 원격평생교육원,서울 강서구,"(07667) 서울특별시 강서구 등촌동 등촌로51길 14(태진빌딩) 502호, 501호일부",126.8625893,37.54912888,종합계열
28,현대요양보호사교육원,경기 하남,(465810) 경기도 하남시 대청로 33 현대베스코아 1003호,127.2159544,37.54101166,복지계열
29,에듀윌 국비교육원 성남센터,경기 성남,"(13376) 경기도 성남시 중원구 성남대로 1129 (성남동 하나빌딩) 6층 일부, 7층",127.1289937,37.43035923,종합계열
30,군산대학교 산학협력단,전북 군산,(573701) 전라북도 군산시 대학로 558 산학협력관 2층 산학협력단,126.6814869,35.94694653,종합계열
31,예스커피제과제빵학원,대전 서구,"(35368) 대전광역시 서구 계백로 1149 (가수원동 효진빌딩) 403,404호",127.3508354,36.30494546,식품·외식계열
32,모아소방전기학원,서울 영등포구,"(07301) 서울특별시 영등포구 영신로32길 29 (영등포동4가) 2층 일부, 3층 일부",126.9043461,37.51898042,건설·전기계열
33,진주용접학원,경남 진주,(52820) 경상남도 진주시 진주대로 620-4 (가좌동) 3층,128.1070162,35.16173018,건설·용접계열
34,(주)피알원,서울 서대문구,(120020) 서울특별시 서대문구 충정로 70 19층 (주) 피알원,126.9663682,37.56483106,종합계열
35,부산포시드직업전문학교,부산 부산진구,"(47213) 부산광역시 부산진구 중앙대로 917 (양정동) 4F, 5F",,,종합계열
36,제천장애인종합복지관,충북 제천,(27152) 충청북도 제천시 의림대로 242 의림대로 242,128.2158371,37.14888462,복지계열
37,(학교법인)인하공업전문대학,인천 미추홀구,"(22212) 인천광역시 미추홀구 인하로 100 (용현동 인하대,인하공전,정석항공고) 인하공업전문대학",126.6534252,37.44987607,종합계열
38,제천미용기술학원,충북 제천,(27169) 충청북도 제천시 의림대로 99 (명동) 3층4층,,,미용계열
39,커커뷰티직업전문학교,전북 전주,(54969) 전라북도 전주시 완산구 홍산로 250 (효자동3가) 203호 일부,127.1064187,35.8159675,미용계열
40,한양직업전문학교,전남 목포,(530230) 전남 목포시 무안동 5-16,126.3847165,34.78863319,종합계열
41,거성컴퓨터학원,전북 군산,(54025) 전라북도 군산시 월명로 466 (명산동 반석신협) 3층,126.7098138,35.98350056,IT계열
42,보령여성인력개발센터,충남 보령,(355938) 충청남도 보령시 한내로 11 ,,,종합계열
43,(주)네오플램(일학습병행),강원 원주,(220823) 강원도 원주시 지정면 기업도시로 1 (주)네오플램,127.8914948,37.37665887,제조계열
44,안양여성인력개발센터,경기 안양,(14109) 경기도 안양시 동안구 경수대로 594 (호계동) 안양YWCA여성인력개발센터,126.9568071,37.3755281,종합계열
45,여수중장비학원,전남 여수,(555080) 전라남도 여수시 좌수영로 831 ,,,건설·기계계열
46,플레이데이터평생교육원,서울 서초구,(06643) 서울특별시 서초구 효령로 335 (서초동 대호프레조빌) 1층 일부,127.0207805,37.48637721,종합계열
47,양산직업학교,경남 양산,(50629) 경상남도 양산시 양산역7길 10 (중부동 양산역프라자) 2층,129.0274272,35.33794952,종합계열
48,한일네트웍스(주),서울 중구,(04555) 서울특별시 중구 저동2가 수표로 34(씨티센터타워) 11층,126.9903071,37.56439455,IT계열
49,대우능력개발원,서울 중랑구,(02098) 서울특별시 중랑구 상봉동 망우로 285-1 4~6층,,,T계열
50,가천대학교,경기 성남,(13120) 경기도 성남시 수정구 성남대로 1342 ,,,종합계열
51,한백산업디자인학원(구:한백컴퓨터학원),서울 영등포구,(07289) 서울특별시 영등포구 경인로71길 6 (문래동2가 삼승빌딩) 6층,126.891507,37.51159891,디자인계열
52,둔산요리학원,대전 서구,(35263) 대전광역시 서구 계룡로553번안길 47 (탄방동) 5층,127.3878011,36.34605152,식품·외식계열
53,전북제과직업전문학교,전북 익산,(570957) 전라북도 익산시 익산대로 219 ,,,식품·외식계열
54,주식회사 대진,전남 광양,(545711) 전라남도 광양시 폭포사랑길 20-26 사서함 28호,127.7359946,34.93230424,제조계열
55,(재단법인)건설산업교육원 건국대분원,서울 광진구,(05072) 서울특별시 광진구 아차산로 208 (자양동 상록빌딩) 5층.,127.0662685,37.54097963,건설계열
56,(주)현대리서치연구소,서울 종로구,(04309) 서울특별시 용산구 청파로53길 5 솔밤빌딩 4층,126.9697495,37.54589336,종합계열
57,보람장례지도사교육원,충남 천안,(330843) 충청남도 천안시 동남구 목천읍 종합휴양지로 58-35 보람장례지도사교육원,127.2304989,36.76891584,복지계열
58,DYETEC연구원,대구 서구,(703834) 대구광역시 서구 달서천로 92 (평리동) DYETEC연구원,128.5441976,35.88229556,연구계열
59,궁전요리제빵커피학원,전북 전주,(55000) 전북특별자치도 전주시 완산구 경원동3가 팔달로 198(CTS전북방송) 2층(경원동3가),127.1466366,35.81997275,식품·외식계열
60,그린컴퓨터아트학원,전북 전주,(55000) 전라북도 전주시 완산구 팔달로 184 (경원동1가 관통빌딩) 2층 전체,127.1471546,35.81898075,IT계열
61,(사)한국수상레저안전연합회 부산지부,부산 수영구,(48275) 부산광역시 수영구 민락수변로239번길 18 ,,,기타계열
62,녹색환경기술학원,부산 동래구,"(47809) 부산광역시 동래구 명륜로138번길 34 (명륜동) 1층,2층,3층",129.0837492,35.20671619,환경계열
63,주식회사 에스알,서울 강남구,(06367) 서울특별시 강남구 수서동 광평로56길 12 (주)에스알(희림빌딩),127.1037839,37.4869093,물류·운송계열
64,주식회사 은행동미즈간호학원,대전 중구,(34832) 대전광역시 중구 목척8길 37 (은행동) 2~4층,127.4261872,36.32941241,보건계열
65,미래요양보호사교육원미래간호조무사학원,대전 대덕구,"(34422) 대전광역시 대덕구 계족산로 2 (중리동 조은크리닉) 4층 402호, 403호",,,복지계열
66,제이에스엘인재개발원,대전 중구,(34856) 대전광역시 중구 계룡로 825 (용두동 희영빌딩) 5~7층 일부,,,종합계열
67,뉴임마누엘패션디자인학원,충남 공주,(32576) 충청남도 공주시 한적2길 7 (신관동) 2층 뉴임마누엘 패션디자인 학원,,,디자인계열
68,공주간호학원부설요양보호사교육원,충남 공주,(32586) 충청남도 공주시 공주대학로 17-20 (신관동) 공주간호학원부설요양보호사교육원,127.1356511,36.46783963,복지계열
69,유양에스엔지주식회사,충남 당진,(31719) 충청남도 당진시 송악읍 북부산업로 1480 B열연 재질시험실 3층,126.7313397,36.98354343,종합계열
70,산본요양보호사 교육원,경기 군포,(15865) 경기도 군포시 번영로 515 (산본동 유화프라자빌딩) 603호,126.9335421,37.3591183,복지계열
71,큰사랑요양보호사교육원,경북 구미,"(730924) 경상북도 구미시 구미중앙로 145 3층, 큰사랑요양보호사교육원",128.3380234,36.12626234,복지계열
72,예랑도예학원,서울 송파구,(05665) 서울특별시 송파구 백제고분로 414 (송파동) 3층,127.1109035,37.50776382,디자인계열
73,양평간호학원부설요양보호사교육원,경기 양평,(12561) 경기도 양평군 시민로 40 (양평읍) 4층,,,복지계열
74,문릿꽃꽂이학원,서울 강남구,(06033) 서울특별시 강남구 도산대로17길 36 (신사동) 2층,127.024024,37.5209838,디자인계열
75,(주)가온원자력(일학습병행),서울 서초구,(06721) 서울특별시 서초구 효령로68길 102 (서초동),127.0194122,37.48529621,전기·전자계열
76,마산제과제빵전문학원,경남 창원,(51362) 경상남도 창원시 마산회원구 3·15대로 728 (합성동 마산요리학원) 웅미빌딩 3층 301호,128.5818579,35.23692425,식품·외식계열
77,고려아트컴퓨터학원,서울 송파구,(05772) 서울특별시 송파구 오금로 478 (거여동 이화빌딩) 4층.,,,IT계열
78,엔플러스간호학원,서울 노원구,(01695) 서울특별시 노원구 노해로 511 (상계동 신영빌딩) 3층 4층,127.0646771,37.65538666,보건계열
79,(주)광진,충남 아산,(336831) 충청남도 아산시 인주면 걸매리 인주산업단지 1블럭,,,종합계열
80,(주)아데코코리아,서울 송파구,"(05556) 서울특별시 송파구 백제고분로 69(잠실동, 애플타워) 5층",127.0790234,37.5104556,종합계열
81,프로종합관리(주),서울 금천구,(08639) 서울특별시 금천구 시흥대로 97 (시흥동 시흥유통상가) 1-330,126.9015978,37.44326743,종합계열
82,(재)영남건설기술교육원,부산 서구,(49253) 부산광역시 서구 충무대로 277 (충무동1가 충무 에코펠리스2차) 3층,129.0239313,35.09531015,건설계열
83,(주)동성직업전문학교,경기 수원,"(16470) 경기도 수원시 팔달구 세지로 271 (인계동) (301호, 303호, 304호 제외)",127.0234252,37.27517968,종합계열
84,오산간호학원,경기 오산,(18136) 경기도 오산시 오산로 247 (오산동 용현빌딩) 5층 (일부),127.0683272,37.14926145,보건계열
85,경상직업전문학교,대구 달서구,(42737) 대구광역시 달서구 월배로 455 (송현동) 3층,128.5547064,35.83404843,종합계열
86,비에이치아이주식회사,경남 함안,(52063) 경상남도 함안군 군북면 장백로 122 ,,,종합계열
87,동남간호조무사학원,경기 고양,"(10414) 경기도 고양시 일산동구 마두동 강석로 123(뉴삼창마트) 411호, 412호, 413호, 414호, 415호, 416호, 424호, 425호, 428호, 429호",126.7787622,37.6518023,보건계열
88,에스지씨이앤씨 주식회사,서울 서초구,(06792) 서울특별시 서초구 염곡동 양재대로 246 (염곡동),127.044909,37.46588242,건설계열
89,(주)경농,서울 서초구,(06627) 서울특별시 서초구 효령로77길 28 동오빌딩 (경농사옥),127.028991,37.4913762,화학·제조계열
90,사단법인다물민족연구소평생교육원,경남 산청,(52241) 경상남도 산청군 호암로619번길 50-29 (단성면 다물평생교육원) 경남 산청군 호암로 619번길(단성면 운리 515번지),,,종합계열
91,(주)케이씨,경기 안성,(17599) 경기도 안성시 제2공단3길 30 (미양면 케이씨텍) (주)케이씨,127.2596838,36.97894476,화학·제조계열
92,(주)포스코와이드,서울 중구,"(04514) 서울특별시 중구 세종대로 73(서소문동, 태평로빌딩) 22층",126.9756954,37.56295052,건설계열
93,한국보훈복지의료공단 부산보훈병원,부산 사상구,(617717) 부산광역시 사상구 백양대로 420 부산보훈병원,129.0068778,35.15380862,보건계열
94,제이성모요양보호사교육원,전북 익산,(570982) 전라북도 익산시 무왕로 1071 (3층),126.9757127,35.95870218,복지계열
95,(주)진에어,서울 강서구,(157841) 서울특별시 강서구 공항대로 453 대한항공 교육훈련센터 3층,126.8574011,37.55472813,항공계열
96,코디잡평생교육원,인천 미추홀구,(22139) 인천광역시 미추홀구 석바위로 56 (주안동 주안빌딩) 3층 전부(주안동),126.6792821,37.46042828,종합계열
97,인천서구SBS아카데미미용학원,인천 서구,"(22642) 인천광역시 서구 완정로 18 (마전동 한윤메디칼) 3층 301호, 302호",126.6719173,37.59510514,미용계열
98,서울특별시 기술교육원 남부캠퍼스,경기 군포,(15820) 경기도 군포시 고산로 589 (산본동 엘림복지원) 서울특별시 남부기술교육원,126.9252613,37.36588878,종합계열
99,(주)탑디자인학원,충북 청주,(28555) 충청북도 청주시 서원구 사운로 81 (사직동 굿모닝빌딩) 4층,127.4788118,36.63618766,디자인계열
100,광양(주),전남 광양,(545883) 전라남도 광양시 백운1로 180 ,,,제조계열
101,(사)한국환경기술인협회,서울 금천구,"(08595) 서울특별시 금천구 범안로 1130 (가산동 디지털엠파이어빌딩) 1509호, 은평사무소(서울시 은평구 진흥로 215 환경산업기술원 B동 403호), 전용교육장(경기도 안산시 단원구 동산로 60(원시동)502호) ※국가인적자원개발컨소시엄업무 - 은평사무소",,,환경계열
102,(주)신명건설기술공사,전남 순천,(540080) 전라남도 순천시 가곡길 12 ,,,건설계열
103,대연부경정보처리학원,부산 남구,"(48434) 부산광역시 남구 수영로 297 (대연동 동남CATV) 7층 일부(대연동, 대영빌딩)",129.0986484,35.13703514,IT계열
104,(주)영동이앤씨,전남 여수,(59632) 전라남도 여수시 봉계6길 12-1 ,,,건설계열
105,프리머스HR(주),서울 성동구,(04783) 서울특별시 성동구 아차산로 126 (성수동2가 더리브 세종타워) 913호,,,종합계열
106,무궁애학원,경남 양산,(626814) 경상남도 양산시 물금읍 청룡로 69 ,,,복지계열
107,인천교통공사,인천 계양구,(21016) 인천광역시 계양구 만봉길 65 (귤현동) 귤현기지사업소,126.7424924,37.56966712,물류·운송계열
108,라온시큐어(주),서울 영등포구,(07335) 서울특별시 영등포구 여의대로 108 (여의도동 파크원) 타워2 48층,126.9282519,37.52598062,IT계열
109,대전생활과학고등학교,대전 대덕구,(34432) 대전광역시 대덕구 오정동 동산초교로63번길 12(경덕중학교) 대전생활과학고등학교,127.4228758,36.349493,종합계열
110,(재단법인)백제직업전문학교,전북 전주,(54924) 전라북도 전주시 덕진구 기린대로 330 ,,,종합계열
111,(주)원풍산업,부산 기장군,(619961) 부산광역시 기장군 정관면 산단5로 100-52 ,,,화학·제조계열
112,(주)하이미디어컴퓨터학원,경기 안양,(13992) 경기도 안양시 만안구 안양로314번길 10 (안양동) 3층,126.920844,37.40007916,IT계열
113,안양아이비알뷰티미용학원,경기 안양,(13991) 경기도 안양시 만안구 안양로 336 (안양동 금강빌딩) 1201호,126.9194302,37.40197029,미용계열
114,(주)알투소프트,대전 중구,(34839) 대전광역시 중구 중앙로 119 (선화동) 디스테이션 703호,127.4227934,36.32791043,IT계열
115,주식회사 서울기술사학원,서울 중구,(04502) 서울특별시 중구 중림로 34 (중림동 새마을금고) 3층,126.9669441,37.5579114,건설계열
116,(주)티웨이항공,서울 강서구,(157240) 서울특별시 강서구 하늘길 210 김포국제공항 화물청사 (주)티웨이항공 (7번 게이트),126.8084611,37.55670292,항공계열
117,(주)평택직업전문학교,경기 평택,"(17910) 경기도 평택시 평택1로 16 (평택동) 3층,4층 일부(평택동, 영일빌딩)",127.0873985,36.99332936,종합계열
118,국제호텔직업전문학교,서울 동대문구,"(02582) 서울특별시 동대문구 왕산로 14 (신설동 글로리아 타워) 5층, 7층 일부(703호·704호. 교무·도서·상담실)",127.0251942,37.57589866,호텔외식계열
119,창원간호학원,경남 창원,(51495) 경상남도 창원시 성산구 원이대로 658 (상남동 상남프라자) 6층,128.6853514,35.22406631,보건계열
120,(주)유프랜드,광주 광산구,(506500) 광주광역시 광산구 평동산단1번로 52 ,,,종합계열
121,(주)이디야,서울 강남구,(06107) 서울특별시 강남구 논현로 636 (논현동 이디야빌딩) 이디야빌딩,127.0326847,37.51032321,식품·외식계열
122,늘푸른간호병원코디네이터학원,서울 강서구,(157925) 서울특별시 강서구 강서로 155 (화곡동 1075-39외3필지) 등대빌딩6층,126.8407054,37.54047983,보건계열
123,한국폴리텍대학 창원캠퍼스,경남 창원,(641772) 경상남도 창원시 성산구 중앙동 (외동반림로 51-88),128.6688429,35.22828703,종합계열
124,서보산업(주)(일학습병행제),충북 음성,(27670) 충청북도 음성군 대소면 대금로196번길 52 서보산업(주),127.46352,36.97736479,제조계열
125,국제직업전문학교,광주 동구,(61468) 광주광역시 동구 백서로175번길 8 (서석동) (1-5층),126.9236754,35.14451738,종합계열
126,(주)이노티안경체인,경남 진주,(52813) 경상남도 진주시 큰들로 118 (상평동) 이노티 프라자 1층,128.115757,35.17092447,종합계열
127,샘표아이에스피,서울 중구,(100728) 서울특별시 중구 충무로 2 ,,,식품·제조계열
128,특수법인한국방재협회,서울 강동구,(05402) 서울특별시 강동구 성안로 9 (성내동 한국방재협회) 한국방재협회,127.1290095,37.52488046,건설계열
129,비엘테크(주),강원 춘천,(24427) 강원도 춘천시 퇴계농공로 84 비엘테크(주),127.7418594,37.84612289,제조계열
130,하이미디어컴퓨터학원,서울 노원구,(01693) 서울특별시 노원구 상계로5길 32 금호프라자 6층,127.0624915,37.65729784,IT계열
131,(주)노루페인트,경기 안양,(430030) 경기 안양시 만안구 박달동 615번지,126.8925898,37.4058857,화학·제조계열
132,천성원,대전 대덕구,(34371) 대전광역시 대덕구 대화1길 2 (대화동 천성원) 천성원,,,복지계열
133,서면미리벌직업전문학교,부산 부산진구,"(47296) 부산광역시 부산진구 중앙대로680번길 35 4층, 5층",,,종합계열
134,준오헤어 서울대1호점(일학습병행),서울 관악구,(08787) 서울특별시 관악구 관악로 163 2층 준오헤어,126.9522773,37.47988055,미용계열
135,(사)한국철도시설협회,서울 용산구,"(04377) 서울특별시 용산구 한강대로21나길 7 (한강로3가 철도회관) 서울시 용산구 한강대로 21 나길 7, 808호(철도회관, 한국철도 시설협협회)",126.9648466,37.52980925,건설계열
136,우진일렉트로나이트(주),경기 평택,(451833) 경기도 평택시 청북면 원율북로 172 ,,,전기·전자계열
137,자화전자(주),충북 청원,(363922) 충북 청원군 북이면 현암리 7-6,127.5471049,36.75030858,전기·전자계열
138,에이치디현대인프라코어(주) 기술교육센터,경기 안산,(15528) 경기도 안산시 상록구 용담로 48 (팔곡이동 두산인프라코어(주)) 에이치디현대인프라코어(주) 기술교육센터,126.888233,37.28523546,제조계열
139,한국댓와일러,대구 달서구,(704833) 대구광역시 달서구 성서서로15길 26 ,,,제조계열
140,한국자동차연구원,충남 천안,(330910) 충청남도 천안시 풍세면 용정리 74번지 ,,,연구계열
141,동아쏘시오그룹 상주인재개발원,경북 상주,(37106) 경상북도 상주시 은척면 무릉1길 89 동아쏘시오그룹 상주인재개발원,128.0883067,36.57542568,제조계열
142,쿠쿠홀딩스(주),경남 양산,(626210) 경상남도 양산시 교동 91번지,129.0306999,35.35272729,제조계열
143,한국단자공업(주),인천 연수구,(406840) 인천광역시 연수구 송도동 7-38,126.6552849,37.38496439,전기·전자계열
144,(주)한솔케미칼,전북 완주,(565902) 전라북도 완주군 봉동읍 과학로 873 (주)한솔케미칼,127.1232228,35.94523465,화학·제조계열
145,(주)네패스,충북 음성,(369834) 충청북도 음성군 삼성면 용성리 74-10,127.4884151,37.01210965,전자·반도체계열
146,대동금속(주),대구 달성군,(711855) 대구광역시 달성군 논공읍 본리리 29-18,128.4561921,35.73802688,제조계열
147,평화씨엠비(주),대구 달성군,(42982) 대구광역시 달성군 논공로 529 (논공읍) 평화씨엠비(주),128.4640785,35.74013921,제조계열
148,한국교통안전공단,경북 김천,(39660) 경상북도 김천시 혁신6로 17 (율곡동 한국교통안전공단) (교육장) 김천시 혁신로 288-7 첨단자동차검사연구센터,128.183479,36.1245871,물류·운송계열
149,한라병원,제주 제주,(63127) 제주특별자치도 제주시 도령로 65 (연동),126.4849579,33.49030216,보건계열
150,SK실트론(주),경북 구미,(39386) 경상북도 구미시 임수로 53 (임수동 SK실트론) SK실트론,,,전자·반도체계열
151,사단법인 충남산학융합원,충남 당진,(31702) 충청남도 당진시 산단7로 201 (석문면) 사단법인 충남산학융합원,126.5840756,37.00259628,종합계열
152,(주)천안직업전문학교,충남 천안,(31081) 충청남도 천안시 서북구 천안대로 1344 (신당동 파크랜드) 2층/실습장 : 충청남도 천안시 서북구 천안대로 1346-33,127.1518027,36.86073602,종합계열
153,나눔요양보호사교육원,충남 아산,(31513) 충청남도 아산시 충무로 11 (온천동 최순규의원) (3층),127.0041815,36.78235273,복지계열
154,이젠아카데미컴퓨터학원,충남 천안,"(330944) 충청남도 천안시 동남구 터미널2로 10 시암빌딩 4,5층",127.1583361,36.81985406,IT계열
155,보령직업전문학교,충남 보령,(33449) 충청남도 보령시 중앙로 187 -70,126.5833183,36.35239619,종합계열
156,(사단법인)대전충청씨티오포럼,대전 유성구,(34103) 대전광역시 유성구 유성대로1312번길 20-62 5층,127.3634336,36.40045846,종합계열
157,한화호텔앤드리조트(주),서울 중구,"(04525) 서울특별시 중구 소공로 119(태평로2가, 더 플라자) 한화호텔앤드리조트 7층",126.9778992,37.56465414,호텔외식계열
158,신라엔지니어링(주),충남 아산,(336871) 충청남도 아산시 둔포면 아산밸리로 271 ,,,건설계열
159,삼성전기(주),경기 수원,(443743) 경기도 수원시 영통구 매영로 150 ,,,전기·전자계열
160,삼성전자(주) PMC,경기 수원,(16522) 경기도 수원시 영통구 삼성로 290 (원천동 삼성전자(주)CS아카데미) .,127.0654959,37.26565906,전자·반도체계열
161,동의병원,부산 부산진구,(614710) 부산 부산진구 양정2동 동의의료원 총무과,129.0767505,35.17024985,보건계열
162,다이아덴트(충북RC),충북 청주,(28161) 충청북도 청주시 흥덕구 오송읍 오송생명4로 16 다아아덴트,127.3204908,36.64281547,보건계열
163,동일기업(주),경북 포항,(37781) 경상북도 포항시 남구 대해로 102 대도동 동일기업(주),129.3632825,36.0215451,제조계열
164,케이에치알디주식회사(khrd),서울 성동구,(133825) 서울특별시 성동구 광나루로 130 ,,,IT계열
165,(주)테이팩스,경기 수원,"(16226) 경기도 수원시 영통구 대학4로 17 (이의동) 812호, 813호",127.0463845,37.3004022,화학·제조계열
166,대구과학대학교,대구 북구,(702723) 대구광역시 북구 영송로 47 ,,,종합계열
167,한국기술교육대학교,충남 천안,(330708) 충남 천안시 병천면 한국기술교육대학교 산학협력단,127.2814405,36.76319362,종합계열
168,대전보건대학,대전 동구,(34504) 대전광역시 동구 충정로 21 77-3,127.4549029,36.34938517,보건계열
169,스카우트부설평생교육원,서울 강남구,(06221) 서울특별시 강남구 언주로 431 (역삼동 삼봉빌딩) 3층 일부,127.0428255,37.50170673,IT계열
170,영진전문대학,대구 북구,(702721) 대구광역시 북구 복현로 35 영진전문대학,128.6220778,35.89606728,종합계열
171,가톨릭관동대학교,강원 강릉,(210701) 강원도 강릉시 범일로579번길 24 평생교육원,128.8740565,37.73605107,종합계열
172,부산정보고등학교,부산 부산진구,(614857) 부산광역시 부산진구 양정1동 화지로 32,,,종합계열
173,대구대학교,경북 경산,(38453) 경상북도 경산시 진량읍 대구대로 201 대구대학교,128.8428349,35.90252013,종합계열
174,중부대학교,경기 고양,(10279) 경기도 고양시 덕양구 동헌로 305 (대자동 중부대학교 고양캠퍼스) ,,,종합계열
175,미래직업전문학교,강원 원주,"(26425) 강원도 원주시 천사로 174 (일산동 원주신협 ) 2층, 3층",127.9434969,37.34960567,종합계열
176,전주비전대학,전북 전주,(560760) 전라북도 전주시 완산구 효자동2가 전주비전대학 1070번지,127.0905323,35.80880618,종합계열
177,스탭스(주),서울 중구,(100829) 서울 중구 신당2동 423-6 비에스빌딩,127.0102721,37.55600683,종합계열
178,상주중장비운전학원,경북 상주,"(37227) 경상북도 상주시 양촌동 남상주로 1438 양촌동 563-5, 양촌동 565-3, 양촌동 565-6",128.146146,36.3605859,건설계열
179,(주)동부그린,전남 순천,(58023) 전라남도 순천시 해룡산단6로 100 (해룡면) (주)동부그린,127.5625663,34.90567199,제조계열
180,뷰티패션중앙직업전문학교,전북 익산,"(54662) 전라북도 익산시 익산대로 171 (창인동1가 중앙미용전문학원) 1층,3층,4층,5층(뷰티패션중앙직업전문학교)",126.9475798,35.94156014,미용계열
181,부산전기학원,경남 창원,(51302) 경상남도 창원시 마산회원구 3·15대로 707 225-4번지 3층,128.5800229,35.23575856,건설계열
182,대화건축아카데미,광주 북구,(500815) 광주광역시 북구 서하로 125 ,,,건설계열
183,이도타일직업학원,서울 중랑구,"(02139) 서울특별시 중랑구 봉우재로 67 (상봉동) 1층 일부(상봉동) / 실습장: 서울특별시 중랑구 동일로 686, 2층 일부(상봉동) / 서울특별시 중랑구 봉우재로 68, 4층 일부(면목동)",,,IT계열
184,열린컴퓨터학원,대전 대덕구,(34437) 대전광역시 대덕구 대전로 1159 (오정동) 열린빌딩 2F,,,IT계열
185,실리콘밸리(주),경북 김천,(740180) 경상북도 김천시 공단4길 34 (응명동),128.1269018,36.15686076,종합계열
186,한선생직업전문학교,경기 수원,"(442040) 경기도 수원시 팔달구 정조로 867 대한빌딩3,4층",127.0152524,37.2853444,종합계열
187,송파여성인력개발센터,서울 송파구,"(05712) 서울특별시 송파구 중대로9길 34 (가락동 대호빌딩) 2층, 3층, 5층(5층 요양보호사교육원 제외)",127.118599,37.49618779,복지계열
188,평화의집,부산 북구,(616833) 부산광역시 북구 양달로 65 평화의집,129.0199517,35.24415755,종합계열
