연번,훈련기관명,훈련기관위치,주소,위도,경도,훈련기관계열구분
1823,메가HRD센터평생교육시설,서울 강남구,(06159) 서울특별시 강남구 삼성로91길 36 4층 메가HRD센터,127.0533671,37.50658523,
1824,언약요양보호사교육원,서울 강동구,(05381) 서울특별시 강동구 천호대로 1092 (성내동 에스케이허브진) 2층 207호 언약요양보호사교육원,127.1327112,37.5350959,
1825,(사단법인)한국해외자원산업협회,서울 강남구,(06252) 서울특별시 강남구 강남대로 320 (역삼동 황화빌딩) 7층,127.0309134,37.49182626,
1826,(주)에이텍시스템,경기 성남시 분당구,(463400) 경기도 성남시 분당구 판교로 289 에이텍 빌딩 2층,127.106044,37.40355855,
1827,에이치디현대중공업 주식회사,울산 동구,(682792) 울산광역시 동구 방어진순환도로 1000 (전하동),129.4396589,35.51565686,
1828,디와이이노베이트(주),전북 익산시,(54585) 전라북도 익산시 석암로13길 118 (팔봉동 디와이 익산공장) 디와이이노베이트(주),127.0053208,35.95670451,
1829,대한소결금속(주),대구 달성군,(42983) 대구광역시 달성군 논공읍 논공로87길 43 ,,,
1830,삼아알미늄(주),경기 평택시,(451821) 경기도 평택시 포승읍 평택항로 92 ,,,
1831,(주)비츠로셀,충남 당진시,(31816) 충청남도 당진시 인더스파크로 70 (합덕읍) 비츠로셀,,,
1832,(주)에이션패션,서울 강동구,(134822) 서울 강동구 둔촌2동 426-17번지,127.140762,37.53245589,
1833,삼익THK(주),대구 달서구,(704833) 대구광역시 달서구 성서동로 163 (월암동),128.5149265,35.8359974,
1834,(주)한국항공기술직업전문학교,서울 강서구,"(07616) 서울특별시 강서구 방화동로 56 (방화동) 2층 (2101호, 2102호), 3층(전부)",126.8119027,37.56511471,
1835,국민법률세무교육원,서울 동대문구,"(02582) 서울특별시 동대문구 천호대로 17 (신설동) 문정빌딩 2층, 3층 일부",127.0254429,37.57480843,
1836,(주)KD아카데미컴퓨터학원 하남미사점,경기 하남시,(12913) 경기도 하남시 미사강변동로 85 (망월동 힐스테이트 에코 미사) 305호~308호,127.1918963,37.56242396,
1837,(주)실크로드시앤티,서울 강남구,(06253) 서울특별시 강남구 강남대로 308 (역삼동 랜드마크타워) 9층,127.0318063,37.49076287,
1838,햇살정원,전북 익산시,(54537) 전북특별자치도 익산시 신용동 익산대로74길 4(햇살정원) 햇살정원,126.9550188,35.97406163,
1839,지적장애시설창혜원,전북 익산시,(570310) 전라북도 익산시 덕기길 77 창혜원,127.0297881,35.96647984,
1840,성산암데코(일학습 병행),경남 창원시 마산회원구,(51342) 경상남도 창원시 마산회원구 봉암공단13길 7 (봉암동 (주)성산암데코) 마산자유무역지역 제3공구,,,
1841,한전KPS(주)인재개발원,전남 나주시,(58234) 전라남도 나주시 다도면 신방로 255 한전KPS(주) 인재개발원,126.8485774,34.95551014,
1842,(주)동림유화 (일학습병행제),인천 남동구,(21697) 인천광역시 남동구 능허대로649번길 143 ,,,
1843,에티버스러닝평생교육원,서울 강남구,"(06046) 서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩) 1층,2층 일부",127.0291572,37.51404514,
1844,(주)APS,경기 화성시,(18487) 경기도 화성시 동탄산단9길 23-12 (방교동) 8층 APS홀딩스,127.09042,37.17622448,
1845,주식회사 위지트,인천 남동구,"(405817) 인천광역시 남동구 남동서로 187 (고잔동,58B/5L)",126.6906721,37.40679536,
1846,대산직업전문학교,부산 연제구,"(47521) 부산광역시 연제구 거제대로252번길 20 (거제동 대산직업전문학교) B2층, B1층, 옥외",129.076425,35.18897221,
1847,(주)엠아이티능력개발원,경기 수원시 영통구,(16679) 경기도 수원시 영통구 영통동 영통로217번길 6(망포역 센타프라자) 3층 / 경기도 오산시 내삼미동 431-36번지,127.0566988,37.24695518,
1848,우림테크(일학습병행),경남 창원시 성산구    ,(51560) 경상남도 창원시 성산구 공단로 365 ,,,
1849,수원망포간호학원,경기 수원시 영통구,(16698) 경기도 수원시 영통구 영통로 215 (영통동) 4층 일부,127.0567453,37.2467147,
1850,new광주직업전문학교,광주 서구,(61979) 광주광역시 서구 화운로156번길 29 ,,,
1851,글로벌영남간호학원,대구 중구,"(700093) 대구광역시 중구 중앙대로 390 1002,1003호(동성로 3가 11-1 센트럴엠 10층)",128.5938898,35.86771605,
1852,셈틀회계캐드그래픽컴퓨터학원,대구 북구,"(41423) 대구광역시 북구 학정로 435 (동천동) (3층, 동천동)",128.5630597,35.943455,
1853,BMB미용예술학원,대구 중구,(41942) 대구광역시 중구 동성로2길 23 (삼덕동1가) 11-3 3F,128.5962002,35.86699156,
1854,대구평생교육원,대구 수성구,(42126) 대구광역시 수성구 명덕로 393 (수성동1가) 4층,128.6132213,35.85466239,
1855,경기중앙간호학원,경기 의정부시,"(11695) 경기도 의정부시 평화로536번길 6 , 3층",127.0478767,37.73954418,
1856,(주)실론(일학습 병행),경기 양주시,(482871) 경기도 양주시 남면 휴암로284번길 403-122 ,,,
1857,씨제이올리브영 주식회사,서울 용산구,(04323) 서울특별시 용산구 한강대로 372 (동자동 센트레빌아스테리움서울) KDB생명빌딩 24층,126.9731646,37.55158849,
1858,간석전산세무회계학원,인천 부평구,(21446) 인천광역시 부평구 열우물로 18-1 (십정동) 3층,126.7011378,37.46984744,
1859,라인아트그래픽디자인학원,전남 순천시,(540959) 전라남도 순천시 중앙로 68-1 133-1번지 흥국생명 5층,127.4841325,34.9516353,
1860,에듀퓨어,경기 고양시 일산동구,"(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워)",126.7726001,37.65468253,
1861,CM세무전기직업전문학교,충남 천안시 동남구,"(31121) 충청남도 천안시 동남구 성황동 대흥로 315 (성황동) 전층(신관),천안시 동남구 대흥로 313 지층,1F,2F(본관), 천안시 동남구 대흥로 311 전층(별관)",127.1502404,36.81613721,
1862,신한양직업전문학교,부산 부산진구,"(47291) 부산광역시 부산진구 서전로10번길 28(부전동, 오기빌딩) 7층 / 실습장: 부산시 사하구 두송로 194-3(구평동)",129.0599109,35.15674974,
1863,서울호서예술실용전문학교,서울 강서구,(07523) 서울특별시 강서구 강서로 505 ,,,
1864,경북직업능력개발학원,경북 구미시,(39227) 경상북도 구미시 금오시장로1길 2 (원평동) 석주빌딩 4층 일부,,,
1865,서초장례지도사교육원,서울 서초구,(06633) 서울특별시 서초구 서초대로56길 40 (서초동 지제이빌딩) 지 102호,127.0172427,37.49273871,
1866,주식회사 케이티서비스북부,서울 동작구,"(07071) 서울특별시 동작구 보라매로5길 35 (신대방동 파크스퀘어,보라매현대APT) 8층",126.9232875,37.49226227,
1867,한국사이버진흥 평생교육시설,서울 금천구,"(08592) 서울특별시 금천구 가산디지털1로 75-15(가산동, 가산 하우스디 와이즈타워) 6층 619호, 620호",,,
1868,인천서부요양보호사교육원,인천 서구,(22820) 인천광역시 서구 장고개로 277-1 (가좌동 청운프라자) 203호,126.6824499,37.48884523,
1869,엘아이지넥스원(주)판교R&D센터,경기 용인시 기흥구,(446798) 경기도 용인시 기흥구 마북로 207 LIG넥스원,127.1270745,37.30795868,
1870,재능대학교,인천 동구,(22573) 인천광역시 동구 송림동 재능로 178(인천재능대학교) 인천광역시 동구 송림동 재능로 178,126.6493397,37.47511879,
1871,(사회복지법인)해창복지재단,경남 합천군,(678964) 경남 합천군 삼가면 어전리 438번지,128.1170095,35.38287452,
1872,(주)신일베스텍,인천 부평구,(21449) 인천광역시 부평구 가좌로12번길 55 ,,,
1873,선간호학원,경기 고양시 덕양구,(412827) 경기도 고양시 덕양구 화중로 76 대감빌딩 402호 선간호학원,126.8308727,37.63399652,
1874,부평컴퓨터회계직업전문학원,인천 부평구,(21395) 인천광역시 부평구 대정로 66 (부평동 다운타운일레븐) 508호,126.7265522,37.49373186,
1875,위너넷평생교육원,서울 서초구,(06723) 서울특별시 서초구 효령로70길 36-9 위너빌딩 3층,127.0243834,37.48532357,
1876,(주)한국카본,경남 밀양시,(627852) 경상남도 밀양시 춘화로 85 183번지,128.7416057,35.50831432,
1877,(주)네오바이오텍,강원 원주시,(26351) 강원특별자치도 원주시 지정면 신평로 70 네오바이오텍 원주 본사,,,
1878,이노와이어리스 아카데미,경기 성남시 분당구,(13590) 경기도 성남시 분당구 서현로 190 이노와이어리스 B/D 7F,127.1241574,37.38791787,
1879,문경컴퓨터학원,전북 정읍시,(580070) 전북 정읍시 연지동(연지동) 32-11번지,126.8480621,35.5740754,
1880,어소트락평생교육원,서울 서초구,(06543) 서울특별시 서초구 사평대로 335 (반포동 금성빌딩) 4층,127.0197781,37.50340614,
1881,사랑요양병원,전북 전주시 완산구,(55120) 전라북도 전주시 완산구 덕적골1길 69 ,,,
1882,모다인패션디자인학원,광주 동구,(501013) 광주광역시 동구 중앙로 182 5층,126.9150448,35.14948689,
1883,부산IT아카데미,부산 수영구,"(48304) 부산광역시 수영구 광남로 70 (남천동) 2,5,6층 (본관) 및 부산광역시 수영구 광남로 74 2,3층 (별관)",129.1135003,35.14844709,
1884,(주)현대CAD디자인직업전문학교,인천 미추홀구,(22163) 인천광역시 미추홀구 경인로 106 (숭의동 현대CAD디자인직업전문학교) (지하1층~5층)(본관)/(별관)인천광역시 미추홀구 경인로 110(2층~5층),126.6543905,37.46592564,
1885,에듀하우스 평생교육원,전북 전주시 완산구,(54946) 전라북도 전주시 완산구 온고을로 18 (서신동) 9층,127.1210294,35.8341322,
1886,광주IT(아이티)학원,광주 북구,(61190) 광주광역시 북구 호동로 8-10 (중흥동) 1.2.3층,126.9137892,35.1738494,
1887,한국보건복지인재원,충북 청주시 흥덕구,"(28159) 충청북도 청주시 흥덕구 오송읍 오송생명2로 187(오송보건의료행정타운) 한국보건복지인재원 1,3,4,5층",127.33,36.63909937,
1888,덕천금화컴퓨터학원,부산 북구,"(46547) 부산광역시 북구 금곡대로 22 (덕천동 행복신협빌딩) 6층 일부, 7층",129.0049018,35.21193899,
1889,봅스미용학원,서울 강남구,(06134) 서울특별시 강남구 테헤란로1길 17 (역삼동) 삼우빌딩 6층,127.0276933,37.49945839,
1890,(사)한국제안활동협회 평생교육원,대구 동구,(41008) 대구광역시 동구 갓바위로 223-35 (진인동 팔공산맥섬석유스호스텔) 1층 일부,,,
1891,(주)대신테크(일학습병행),광주 광산구,(62415) 광주광역시 광산구 평동로803번길 83-38 ,,,
1892,나라정보처리학원,광주 남구,(503844) 광주광역시 남구 서문대로654번길 7 438-3 (4층),126.8996555,35.11754886,
1893,늘푸른요양원,경기 평택시,(459060) 경기도 평택시 방여울로 91 ,,,
1894,계룡컴퓨터학원,대전 중구,(34998) 대전광역시 중구 문화로 174 (문화동) (2/3층 계룡컴퓨터학원),,,
1895,예사랑실버케어,대전 대덕구,(306808) 대전광역시 대덕구 우암로 478 ,,,
1896,서울사진영상IT학원,서울 강남구,"(06242) 서울특별시 강남구 역삼로1길 18 (역삼동) 5층,6층",127.030496,37.49437617,
1897,경북간호학원,대구 달서구,(42801) 대구광역시 달서구 진천동 월배로 120(서호메디컬타워) 4층,128.5273414,35.81449236,
1898,해운대요양보호사교육원,부산 해운대구,(612830) 부산광역시 해운대구 재반로103번길 14 2층 부산해운대요양보호사 교육원,129.1251705,35.18800136,
1899,꽃이오면학원,서울 마포구,"(04102) 서울특별시 마포구 백범로1길 14(노고산동, OMF 마이스터 하우스) 2층, 3층",,,
1900,비손간호학원,경기 김포시,(10083) 경기도 김포시 장기동 김포한강4로 119(승문프라자) 901호902호904호905호,126.6676431,37.64424103,
1901,굿모닝간호학원,경북 포항시 북구,(37633) 경상북도 포항시 북구 창포동 새천년대로1001번길 2-41 3층,129.3697555,36.06031265,
1902,(주)능력개발원새일다밀,대구 남구,"(42416) 대구광역시 남구 중앙대로 211 (대명동) 4,5층",128.5902244,35.85212987,
1903,제주여성인력개발센터,제주 제주시,(63197) 제주특별자치도 제주시 중앙로 165 1292-3번지 상록회관 4층,126.527147,33.50434665,
1904,유피(UP)패션디자인전문학원,광주 서구,(502855) 광주광역시 서구 상무대로 994 3층,126.8706843,35.15129437,
1905,명문직업전문학교,인천 계양구,"(21039) 인천광역시 계양구 경명대로 1051 (계산동 계림빌딩) 5층 일부, 6층 일부",126.7236963,37.54400025,
1906,(주)미가형제직업전문학교,경기 성남시 수정구,(13292) 경기도 성남시 수정구 탄리로74번길 22 (태평동 정맥프린스텔) 201호,127.1379309,37.44305349,
1907,(주)코쎈직업능력개발원 듀얼직업전문학교,서울 노원구,"(01696) 서울특별시 노원구 상계로 108 (상계동 SKY미술학원) 지하1층, 지상3층 일부",127.0671829,37.65699805,
1908,강서크리스챤쇼보미용학원,서울 강서구,(07715) 서울특별시 강서구 화곡로 154 (화곡동 청산빌딩) 청산타워 9층 일부,126.8390639,37.54086499,
1909,비젼평생교육원 은평,서울 은평구,(03484) 서울특별시 은평구 응암동 가좌로 233(연희타워) 3층,126.916367,37.59036583,
1910,(주)아나레슨,서울 마포구,(04100) 서울특별시 마포구 서강로 136 5층 아나레슨,126.9356479,37.55397872,
1911,아트라스콥코 코리아 주식회사,경기 성남시 분당구,(13524) 경기도 성남시 분당구 판교역로192번길 14-1 (삼평동 판교예미지) 6층~9층,,,
1912,(주)주식회사 한독약품,서울 강남구,(135080) 서울 강남구 역삼동 735 한독약품,127.032997,37.49917785,
1913,(주)케이엠앤아이,인천 서구,(404250) 인천 서구 가좌동 493번지,126.6870323,37.47739695,
1914,주식회사 한국일보사,서울 중구,(100800) 서울특별시 중구 세종대로 17 와이즈타워 16~18층,126.9730825,37.55867021,
1915,한국생산성본부 호남지역본부,광주 북구,(61012) 광주광역시 북구 첨단과기로176번길 27 (오룡동 광주디자인센터) 5층 505~507호,126.8458197,35.22367861,
1916,한국농수산식품유통공사 농수산식품유통교육원,경기 수원시 권선구,(441480) 경기도 수원시 권선구 당진로 43-33 농식품유통교육원,126.9398955,37.29332038,
1917,(주)종합건축사사무소담,서울 광진구,"(05054) 서울특별시 광진구 자양동 아차산로 334 (자양동, 예담빌딩)",127.0796276,37.53715152,
1918,명덕컴퓨터전산회계학원,대구 남구,(42424) 대구광역시 남구 중앙대로 242 (대명동) 3층,128.5910885,35.85493901,
1919,세종고운간호전문학원,세종 세종,"(30101) 세종특별자치시  세종로 1219 (고운동 세종중앙타워) 301호,302호",127.2409734,36.51155278,
1920,김포양곡간호학원,경기 김포시,"(10071) 경기도 김포시 김포한강9로76번길 41 (구래동 연세프라자) 702,703,704호",126.6271126,37.64443424,
1921,노아요양보호사교육원,인천 미추홀구,(22136) 인천광역시 미추홀구 주안로 86 (주안동 주안 메디컬센타) 우신주안빌딩 7층,126.6790868,37.46378845,
1922,(주)대우건설,서울 중구,"(04548) 서울특별시 중구 을지로 170 (을지로4가) 에이동(을지로4가, 써밋타워)",126.9972791,37.56603488,
1923,한국내화(주),충남 당진시,(343831) 충청남도 당진시 무수들길 370 ,,,
1924,전주메디칼간호전문학원,전북 전주시 완산구,(560856) 전라북도 전주시 완산구 용머리로 57 3층 301호,127.116309,35.80682892,
1925,의료법인엔젤의료재단,전북 익산시,(570802) 전라북도 익산시 함열읍 익산대로 1493-1 ,,,
1926,대천간호학원,충남 보령시,(33454) 충청남도 보령시 번영로 25 4층 간호조무사 강의실,126.5934016,36.35161759,
1927,The국제직업전문학교,광주 광산구,(62276) 광주광역시 광산구 첨단중앙로 96 LC타워 3층 309호,126.8434665,35.21376081,
1928,현대간호학원,광주 남구,(61656) 광주광역시 남구 회재로 1270 (백운동 현대간호학원) 2층,,,
1929,진월간호전문학원,광주 남구,"(61710) 광주광역시 남구 서문대로 670 (진월동 동국빌딩) 503호, 504호(진월동 진월프라자 5층일부)",126.8992141,35.11954949,
1930,경인특수용접학원,경기 부천시,(14488) 경기도 부천시 부천로 232 (춘의동) 2층 일부,,,
1931,(주)건화 창원공장,경남 창원시 마산합포구,(51787) 경상남도 창원시 마산합포구 산단1길 129 (진북면) (주)건화 창원공장,128.4847575,35.1301022,
1932,해성디에스 주식회사,경남 창원시 성산구    ,(642120) 경상남도 창원시 성산구 웅남로 726 주식회사 엠디에스,128.6882863,35.19762906,
1933,(주)편안한요양보호사교육원,서울 도봉구,(01340) 서울특별시 도봉구 도봉로 681 (방학동) 3층,127.0424936,37.66521675,
1934,이엘평생교육원,서울 서초구,(137877) 서울특별시 서초구 서초중앙로8길 111 4층 이엘평생교육원,127.0216061,37.48715193,
1935,코리아취업아카데미 강남,서울 서초구,(06621) 서울특별시 서초구 서초대로78길 26 (서초동 강남선인빌딩) 11층(서초동),127.0275562,37.4952688,
1936,러닝팩토리 원격평생교육원,서울 서초구,(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호,127.0169932,37.48857615,
1937,전북특별자치도청소년상담복지센터,전북 전주시 덕진구,(561836) 전라북도 전주시 덕진구 팔달로 346 ,,,
1938,꽃담요양보호사교육원,경기 광주시,(12758) 경기도 광주시 광주대로 11-1 세아빌딩  4층,127.2604167,37.40761189,
1939,춘천요리제과제빵학원,강원 춘천시,(24402) 강원도 춘천시 춘천순환로 134 (동내면) 5층 춘천요리제과제빵학원,127.7588011,37.85634891,
1940,신세계요양보호사교육원,경기 성남시 수정구,"(13326) 경기도 성남시 수정구 성남대로 1170 (수진동 의남빌딩) 103호,202호,305호",127.1292154,37.4344946,
1941,사랑요양보호사교육원,대구 수성구,(42252) 대구광역시 수성구 달구벌대로 3080 (시지동) 3층,128.6938579,35.84260581,
1942,섬기미요양보호사교육원,대구 동구,(41198) 대구광역시 동구 아양로 39 (신암동 우진빌딩) 7F,128.6185874,35.88235411,
1943,아카데미조경학원,대구 수성구,"(42272) 대구광역시 수성구 달구벌대로661길 16 (사월동) 1층일부, 2층 /[실습지]대구광역시 노변동 414-26 일부",128.7194055,35.83663858,
1944,(주)멘토아카데미평생교육원,대구 달서구,(42778) 대구광역시 달서구 조암남로 85 (월성동) 404호,,,
1945,(주)누리마루학원,서울 서초구,"(06633) 서울특별시 서초구 서초중앙로22길 62 (서초동 유성빌딩) 3층, 4층",,,
1946,힘이되는요양보호사교육원,경기 광명시,(14306) 경기도 광명시 하안로288번길 6 (하안동 뉴코리아나빌딩) 402호,126.8812387,37.46176378,
1947,에이스이노텍(주)(일학습병행),대구 달성군,(43011) 대구광역시 달성군 구지면 달성2차서로 50(이화TRD) 에이스이노텍(주),128.4112664,35.64200023,
1948,한국기술사회,서울 광진구,"(04975) 서울특별시 광진구 천호대로 694 (구의동) 한국기술사회 4,5층",127.091239,37.54918058,
1949,주식회사그린씨에스,대전 중구,(301712) 대전 중구 은행동 한솔빌딩 10층,127.4259402,36.32905282,
1950,뉴마포전산세무회계학원,서울 마포구,"(04112) 서울특별시 마포구 대흥로30길 6-8 (대흥동) 4,5층",126.9460807,37.55592132,
1951,신경주대학교,경북 경주시,(38065) 경상북도 경주시 효현동 태종로 188(경주대학교) 신경주대학교,129.1620668,35.82967021,
1952,금성직업전문학교,광주 동구,"(61475) 광주광역시 동구 중앙로 194 (금남로3가) 2층 일부, 3층 일부, 4층, 5층 / 야외훈련장 (광주광역시 광산구 도덕동 357-5,357-10~11.357-13~15)",126.9160426,35.1503529,
1953,신안산대학교,경기 안산시 단원구,(15435) 경기도 안산시 단원구 신안산대학로 135 ,,,
1954,밀라노직업전문학교,광주 북구,(61239) 광주광역시 북구 제봉로 255 밀라노직업전문학교,126.9114037,35.15720875,
1955,강릉컴퓨터교육학원,강원 강릉시,(25529) 강원도 강릉시 임영로 180 (임당동) 3층,,,
1956,케이(K)커피학원,경기 남양주시,"(12113) 경기도 남양주시 별내중앙로 26 (별내동) 진영n타워603-1호,603-2호",127.1259008,37.64560824,
1957,(주)유앤알컴퍼니,서울 금천구,"(08511) 서울특별시 금천구 가산동 디지털로9길 33(IT미래TOWER) 202, 203호",126.8860723,37.47887859,
1958,e-한나요양보호사교육원,서울 강동구,(05292) 서울특별시 강동구 양재대로 1626 고덕빌딩 4층 402호,127.1444843,37.55048022,
1959,나이팅게일 요양보호사교육원,충북 청주시 서원구,(362100) 충청북도 청주시 서원구 사직대로 307 ,,,
1960,광주교통공사,광주 서구,(502157) 광주 서구 마륵동 165-27,126.8470451,35.14571397,
1961,(재단법인)자동차부품산업진흥재단,서울 용산구,(04365) 서울특별시 용산구 원효로 86 현대자동차 본관 5층 자동차부품산업진흥재단,126.952887,37.53203925,
1962,영남간호학원,경북 경산시,(712804) 경상북도 경산시 원효로 4 2층,128.7379869,35.8234677,
1963,굿모닝요양보호사교육원,울산 남구,"(44691) 울산광역시 남구 삼산로 73 (달동 박사빌딩) 1층, 4층 일부",129.3154705,35.53460108,
1964,여천NCC(주),서울 종로구,"(03161) 서울특별시 종로구 우정국로 26 (공평동) 센트로폴리스 B, 7F 여천NCC(주)",126.9834461,37.57175465,
1965,창원기계공업고등학교,경남 창원시 성산구    ,(642843) 경상남도 창원시 성산구 두대로 219 창원기계공업고등학교,128.6643505,35.22665451,
1966,경북기계공업고등학교,대구 달서구,(704370) 대구 달서구 상인동 경북기계공업고등학교,128.5415616,35.82154737,
1967,충북에너지고등학교,충북 청주시 상당구,(28198) 충청북도 청주시 상당구 미원초정로 27 (미원면 충북에너지고등학교) 충북에너지고등학교,127.6565385,36.63915685,
1968,서울공업고등학교,서울 동작구,(156020) 서울특별시 동작구 대방동 390-5,126.9225655,37.50128974,
1969,목포대학교(대학회계),전남 무안군,(58554) 전라남도 무안군 청계면 영산로 1666(목포대학교) 목포대학교 산학협력단,126.4347325,34.90839985,
1970,우리너싱홈,전북 전주시 덕진구,(561350) 전라북도 전주시 덕진구 정여립로 974 ,,,
1971,에스피브이(주)(일학습병행),경기 고양시 일산동구,(10402) 경기도 고양시 일산동구 정발산로 47 (장항동 웅신아트) 601호,126.7737129,37.65765789,
1972,고양커피학원,경기 고양시 일산서구,(10387) 경기도 고양시 일산서구 주화로 84 (주엽동) 501호 (남수프라자),126.7589388,37.67037693,
1973,우리전산학원,경남 창원시 마산회원구,"(51245) 경상남도 창원시 마산회원구 내서읍 호원로 180 2층, 3층",128.522499,35.24997693,
1974,주식회사대산전기직업전문학교,경기 고양시 일산동구,"(10402) 경기도 고양시 일산동구 장항동 중앙로1261번길 19(호수광장빌딩) 3층 301,303,304호(장항동)",126.7728496,37.6582959,
1975,한성아이디디자인스쿨학원,서울 강남구,"(06097) 서울특별시 강남구 선릉로 614(삼성동, 종원빌딩) 2층",127.043647,37.5117145,
1976,미토직업전문학교,부산 부산진구,"(47289) 부산광역시 부산진구 중앙대로 687-1 동일빌딩 4층, 5층",129.0586752,35.15411204,
1977,순천향림실버빌,전남 순천시,(57922) 전라남도 순천시 조비길 298 순천향림실버빌,127.4606386,34.9909626,
1978,목포성심요양병원,전남 목포시,(58604) 전라남도 목포시 영산로844번길 13 (대양동) 목포성심요양병원,126.4237926,34.83793277,
1979,동방커피전문학원,강원 강릉시,(25504) 강원도 강릉시 임영로 215-1 (교동) 동방직업전문힉교 4층,128.891783,37.76048708,
1980,성모간호학원,전북 정읍시,(56165) 전라북도 정읍시 충정로 175-1 (장명동 새마을금고) 3층,126.8608608,35.56623405,
1981,중부산업기술학원,충남 천안시 서북구,"(31110) 충청남도 천안시 서북구 성정공원5로 35 (성정동 메트로죤) 603,604,606호(성정동)",,,
1982,주식회사인천직업능력개발원,인천 미추홀구,"(22135) 인천광역시 미추홀구 주안로 108 (주안동 경향빌딩) 13층 1302호, (주)인천직업능력개발원",126.6818678,37.46370594,
1983,용인도시공사,경기 용인시 처인구,(449925) 경기도 용인시 처인구 금령로 47 ,,,
1984,굿아이컴퓨터학원,대전 서구,(35385) 대전광역시 서구 가수원로 97 금원빌딩 301호,127.3495785,36.30269618,
1985,동아예술실용전문학교,서울 영등포구,(07290) 서울특별시 영등포구 경인로 727 (문래동2가 종도빌딩) 2층,126.8943106,37.51253855,
1986,(주)프롬스(일학습병행),전남 광양시,(545875) 전라남도 광양시 제철로 1800 (금호동),127.7247465,34.92267297,
1987,(주)포렌,전남 광양시,(545875) 전라남도 광양시 제철로 1800 ,,,
1988,주식회사 알토켐,경기 용인시 처인구,(449832) 경기도 용인시 처인구 이동면 화산로101번길 6 1층,127.2139876,37.14661367,
1989,엠비씨(MBC)아카데미 컴퓨터교육센터 수원점,경기 수원시 팔달구,"(16455) 경기도 수원시 팔달구 덕영대로 899 (매산로1가 세진브론즈빌) 301호,305~310호,314호,315호",127.0002551,37.26807232,
1990,영일엔지니어링(주),대구 달성군,(42921) 대구광역시 달성군 다사읍 세천로8길 40 영일엔지니어링(주),128.4724577,35.86987586,
1991,현대평생교육원,경남 김해시,"(50926) 경상남도 김해시 가락로7번길 32 1층 일부, 2층 일부/ 실습장 김해시 한림면 안하리 112-1, 123-1, 115-1(2분의 1)",128.8790744,35.22708595,
1992,(주)대한항공,서울 강서구,(157712) 서울 강서구 공항동 대한항공 1370,,,
1993,삼성카드(주),서울 중구,(04514) 서울특별시 중구 세종대로 67 (태평로2가) 삼성본관빌딩,126.97539,37.56231075,
1994,순천성가롤로병원,전남 순천시,(540719) 전라남도 순천시 순광로 221 ,,,
1995,광주북구여성인력개발센터,광주 북구,(500862) 광주광역시 북구 중가로 43 광주YWCA 1층.,126.905068,35.15973659,
1996,(주)포스코이앤씨,경북 포항시 북구,(37745) 경상북도 포항시 북구 중흥로 307 (죽도동 포스코건설 엔지니어링센터) 포스코건설,129.3631523,36.02981867,
1997,한국해양수산연수원,부산 영도구,(606806) 부산광역시 영도구 해양로 367 한국해양수산연수원,129.077033,35.07714693,
1998,(주)에이치제이중공업기술연수원,부산 남구,(48481) 부산광역시 남구 8부두로 65-36 (감만동) (주)에이치제이중공업 기술연수원,,,
1999,앰코테크놀로지코리아(주),인천 계양구,(21107) 인천광역시 계양구 아나지로 110 (효성동 앰코테크놀로지코리아(주)) 인천광역시 계양구 아나지로 110(효성동),126.704616,37.52475362,
2000,(주) 피에스씨,경북 포항시 남구,(37685) 경상북도 포항시 남구 대잠동 대이로9번길 8 2층(대잠동),129.3428768,36.01635006,
2001,한국타이어(주)금산공장,충남 금산군,(312706) 충청남도 금산군 금강로 1 한국타이어(주) 금산공장,127.5308489,36.11508364,
2002,한국건설엔지니어링협회,서울 강남구,(06296) 서울특별시 강남구 남부순환로 2714 (도곡동 한국건설기술관리협회) 1층,127.0428055,37.48535369,
2003,삼익전자산업(주),충남 천안시 서북구,(331821) 충청남도 천안시 서북구 입장면 연곡길 101 ,,,
2004,에이지씨화인테크노한국주식회사,경북 구미시,(39168) 경상북도 구미시 첨단기업로 178 (산동읍) 에이지씨화인테크노한국주식회사,128.4502353,36.14884746,
2005,더존평생교육원,서울 강남구,(135080) 서울특별시 강남구 역삼동 831-3 한국빌딩 9층,127.0300212,37.49470965,
2006,노원여성인력개발센터,서울 노원구,(01834) 서울특별시 노원구 공릉로 187 건설빌딩 5층,127.0788243,37.62635811,
2007,충북여성인력개발센터,충북 청주시 상당구,(28715) 충청북도 청주시 상당구 영운로 160-1 (서운동 경동빌딩) 2~3층.,127.4925032,36.6282384,
2008,고려아연(주) 온산제련소,울산 울주군,(689892) 울산광역시 울주군 이진로 139 ,,,
2009,스마트전자(주),울산 울주군,(689934) 울주군 삼동면 조일리 1406번지,129.0991072,35.49853977,
2010,삼금공업(주),대구 달성군,(43011) 대구광역시 달성군 구지면 국가산단대로33길 248 (화산리),128.3984403,35.6569555,
2011,대구교통공사,대구 달서구,(704808) 대구 달서구 상인1동 1500,128.5407647,35.81924162,
2012,(사)대한전기협회 부설 전력기술교육원,경기 양주시,(11517) 경기도 양주시 권율로1253번길 97-50 (백석읍) 대한전기협회 부설 전력기술교육원,126.9594157,37.80283659,
2013,(주)미래컴퍼니,경기 화성시,(18630) 경기도 화성시 양감면 정문송산로 69-12 (주)미래컴퍼니,126.9830949,37.09983721,
